GPT3_token,GPT3,sentence_id,sent,sent_index
 that,3.5222583,919,The man hopes they recovered the backpack that contains his wallet,8
 contains,4.2907763,919,The man hopes they recovered the backpack that contains his wallet,9
 his,0.84797806,919,The man hopes they recovered the backpack that contains his wallet,10
 wallet,2.5897474,919,The man hopes they recovered the backpack that contains his wallet,11
Your,-0,920,Your wife knows they dislike her favorite song,1
 wife,5.2176065,920,Your wife knows they dislike her favorite song,2
 knows,4.6394696,920,Your wife knows they dislike her favorite song,3
 they,7.4392986,920,Your wife knows they dislike her favorite song,4
 dislike,9.488232,920,Your wife knows they dislike her favorite song,5
 her,1.0175194,920,Your wife knows they dislike her favorite song,6
 favorite,10.143076,920,Your wife knows they dislike her favorite song,7
 song,5.3691864,920,Your wife knows they dislike her favorite song,8
Your,-0,921,Your wife knows they dislike his favorite song,1
 wife,5.218017,921,Your wife knows they dislike his favorite song,2
 knows,4.6363163,921,Your wife knows they dislike his favorite song,3
 they,7.448383,921,Your wife knows they dislike his favorite song,4
 dislike,9.496746,921,Your wife knows they dislike his favorite song,5
 his,7.502249,921,Your wife knows they dislike his favorite song,6
 favorite,8.439821,921,Your wife knows they dislike his favorite song,7
 song,4.681938,921,Your wife knows they dislike his favorite song,8
Your,-0,922,Your husband knows they dislike her favorite song,1
 husband,5.5889783,922,Your husband knows they dislike her favorite song,2
 knows,4.9248614,922,Your husband knows they dislike her favorite song,3
 they,7.2751975,922,Your husband knows they dislike her favorite song,4
 dislike,9.490302,922,Your husband knows they dislike her favorite song,5
 her,3.9188852,922,Your husband knows they dislike her favorite song,6
 favorite,12.126781,922,Your husband knows they dislike her favorite song,7
 song,4.750512,922,Your husband knows they dislike her favorite song,8
Your,-0,923,Your husband knows they dislike his favorite song,1
 husband,5.588886,923,Your husband knows they dislike his favorite song,2
 knows,4.908472,923,Your husband knows they dislike his favorite song,3
 they,7.267258,923,Your husband knows they dislike his favorite song,4
 dislike,9.496217,923,Your husband knows they dislike his favorite song,5
 his,3.7563224,923,Your husband knows they dislike his favorite song,6
 favorite,7.445743,923,Your husband knows they dislike his favorite song,7
 song,5.162465,923,Your husband knows they dislike his favorite song,8
Your,-0,924,Your wife knows they dislike the movie that featured her favorite song,1
 wife,5.2177563,924,Your wife knows they dislike the movie that featured her favorite song,2
 knows,4.6384244,924,Your wife knows they dislike the movie that featured her favorite song,3
 they,7.44376,924,Your wife knows they dislike the movie that featured her favorite song,4
 dislike,9.496093,924,Your wife knows they dislike the movie that featured her favorite song,5
 the,3.2911193,924,Your wife knows they dislike the movie that featured her favorite song,6
 movie,6.6502438,924,Your wife knows they dislike the movie that featured her favorite song,7
 that,5.3269114,924,Your wife knows they dislike the movie that featured her favorite song,8
 featured,8.279628,924,Your wife knows they dislike the movie that featured her favorite song,9
 her,1.1730478,924,Your wife knows they dislike the movie that featured her favorite song,10
 favorite,6.1542416,924,Your wife knows they dislike the movie that featured her favorite song,11
 song,3.1394982,924,Your wife knows they dislike the movie that featured her favorite song,12
Your,-0,925,Your wife knows they dislike the movie that featured his favorite song,1
 wife,5.2179317,925,Your wife knows they dislike the movie that featured his favorite song,2
 knows,4.634609,925,Your wife knows they dislike the movie that featured his favorite song,3
 they,7.4386034,925,Your wife knows they dislike the movie that featured his favorite song,4
 dislike,9.486717,925,Your wife knows they dislike the movie that featured his favorite song,5
 the,3.2984107,925,Your wife knows they dislike the movie that featured his favorite song,6
 movie,6.6397023,925,Your wife knows they dislike the movie that featured his favorite song,7
 that,5.335149,925,Your wife knows they dislike the movie that featured his favorite song,8
 featured,8.275167,925,Your wife knows they dislike the movie that featured his favorite song,9
 his,4.4013553,925,Your wife knows they dislike the movie that featured his favorite song,10
 favorite,5.3600445,925,Your wife knows they dislike the movie that featured his favorite song,11
 song,2.39026,925,Your wife knows they dislike the movie that featured his favorite song,12
Your,-0,926,Your husband knows they dislike the movie that featured her favorite song,1
 husband,5.588661,926,Your husband knows they dislike the movie that featured her favorite song,2
 knows,4.920886,926,Your husband knows they dislike the movie that featured her favorite song,3
 they,7.2650733,926,Your husband knows they dislike the movie that featured her favorite song,4
 dislike,9.483069,926,Your husband knows they dislike the movie that featured her favorite song,5
 the,3.2005107,926,Your husband knows they dislike the movie that featured her favorite song,6
 movie,6.897557,926,Your husband knows they dislike the movie that featured her favorite song,7
 that,5.454523,926,Your husband knows they dislike the movie that featured her favorite song,8
 featured,8.2054205,926,Your husband knows they dislike the movie that featured her favorite song,9
 her,3.2664592,926,Your husband knows they dislike the movie that featured her favorite song,10
 favorite,7.573505,926,Your husband knows they dislike the movie that featured her favorite song,11
 song,2.6183465,926,Your husband knows they dislike the movie that featured her favorite song,12
Your,-0,927,Your husband knows they dislike the movie that featured his favorite song,1
 husband,5.588795,927,Your husband knows they dislike the movie that featured his favorite song,2
 knows,4.913308,927,Your husband knows they dislike the movie that featured his favorite song,3
 they,7.265133,927,Your husband knows they dislike the movie that featured his favorite song,4
 dislike,9.484604,927,Your husband knows they dislike the movie that featured his favorite song,5
 the,3.197859,927,Your husband knows they dislike the movie that featured his favorite song,6
 movie,6.913299,927,Your husband knows they dislike the movie that featured his favorite song,7
 that,5.4609256,927,Your husband knows they dislike the movie that featured his favorite song,8
 featured,8.244535,927,Your husband knows they dislike the movie that featured his favorite song,9
 his,1.7783741,927,Your husband knows they dislike the movie that featured his favorite song,10
 favorite,4.326567,927,Your husband knows they dislike the movie that featured his favorite song,11
 song,3.669643,927,Your husband knows they dislike the movie that featured his favorite song,12
The,-0,928,The woman said they met her friends,1
 woman,6.3999186,928,The woman said they met her friends,2
 said,3.2129235,928,The woman said they met her friends,3
 they,4.7815537,928,The woman said they met her friends,4
 met,4.513257,928,The woman said they met her friends,5
 her,6.0782084,928,The woman said they met her friends,6
 friends,4.283218,928,The woman said they met her friends,7
The,-0,929,The woman said they met his friends,1
 woman,6.399664,929,The woman said they met his friends,2
 said,3.2141106,929,The woman said they met his friends,3
 they,4.7815685,929,The woman said they met his friends,4
 met,4.4994617,929,The woman said they met his friends,5
 his,8.090303,929,The woman said they met his friends,6
 friends,2.9456148,929,The woman said they met his friends,7
The,-0,930,The man said they met her friends,1
 man,5.35746,930,The man said they met her friends,2
 said,3.9590225,930,The man said they met her friends,3
 they,4.9227624,930,The man said they met her friends,4
 met,5.4162893,930,The man said they met her friends,5
 her,6.604098,930,The man said they met her friends,6
 friends,6.075654,930,The man said they met her friends,7
The,-0,931,The man said they met his friends,1
 man,5.357436,931,The man said they met his friends,2
 said,3.9667134,931,The man said they met his friends,3
 they,4.923963,931,The man said they met his friends,4
 met,5.4163394,931,The man said they met his friends,5
 his,7.765994,931,The man said they met his friends,6
 friends,3.7130065,931,The man said they met his friends,7
The,-0,932,The woman said they met the neighbors and her friends,1
 woman,6.3996058,932,The woman said they met the neighbors and her friends,2
 said,3.2186544,932,The woman said they met the neighbors and her friends,3
 they,4.783987,932,The woman said they met the neighbors and her friends,4
 met,4.5026417,932,The woman said they met the neighbors and her friends,5
 the,4.038001,932,The woman said they met the neighbors and her friends,6
 neighbors,9.88539,932,The woman said they met the neighbors and her friends,7
 and,2.3435578,932,The woman said they met the neighbors and her friends,8
 her,4.143511,932,The woman said they met the neighbors and her friends,9
 friends,4.049013,932,The woman said they met the neighbors and her friends,10
The,-0,933,The woman said they met the neighbors and his friends,1
 woman,6.3996005,933,The woman said they met the neighbors and his friends,2
 said,3.214433,933,The woman said they met the neighbors and his friends,3
 they,4.7850056,933,The woman said they met the neighbors and his friends,4
 met,4.500247,933,The woman said they met the neighbors and his friends,5
 the,4.040128,933,The woman said they met the neighbors and his friends,6
 neighbors,9.878942,933,The woman said they met the neighbors and his friends,7
 and,2.3454616,933,The woman said they met the neighbors and his friends,8
 his,6.463488,933,The woman said they met the neighbors and his friends,9
 friends,2.4572036,933,The woman said they met the neighbors and his friends,10
The,-0,934,The man said they met the neighbors and her friends,1
 man,5.357263,934,The man said they met the neighbors and her friends,2
 said,3.9622838,934,The man said they met the neighbors and her friends,3
 they,4.926025,934,The man said they met the neighbors and her friends,4
 met,5.420851,934,The man said they met the neighbors and her friends,5
 the,4.268918,934,The man said they met the neighbors and her friends,6
 neighbors,9.649956,934,The man said they met the neighbors and her friends,7
 and,2.0246093,934,The man said they met the neighbors and her friends,8
 her,5.8217845,934,The man said they met the neighbors and her friends,9
 friends,3.2520056,934,The man said they met the neighbors and her friends,10
The,-0,935,The man said they met the neighbors and his friends,1
 man,5.3572974,935,The man said they met the neighbors and his friends,2
 said,3.9576013,935,The man said they met the neighbors and his friends,3
 they,4.9248667,935,The man said they met the neighbors and his friends,4
 met,5.4098535,935,The man said they met the neighbors and his friends,5
 the,4.2694664,935,The man said they met the neighbors and his friends,6
 neighbors,9.6434145,935,The man said they met the neighbors and his friends,7
 and,2.0203207,935,The man said they met the neighbors and his friends,8
 his,5.306593,935,The man said they met the neighbors and his friends,9
 friends,3.2992737,935,The man said they met the neighbors and his friends,10
The,-0,936,The bride believes they lost her ring,1
 bride,9.649221,936,The bride believes they lost her ring,2
 believes,9.385444,936,The bride believes they lost her ring,3
 they,4.5392075,936,The bride believes they lost her ring,4
 lost,7.251031,936,The bride believes they lost her ring,5
 her,3.974756,936,The bride believes they lost her ring,6
 ring,2.792539,936,The bride believes they lost her ring,7
The,-0,937,The bride believes they lost his ring,1
 bride,9.64901,937,The bride believes they lost his ring,2
 believes,9.37868,937,The bride believes they lost his ring,3
 they,4.539998,937,The bride believes they lost his ring,4
 lost,7.2508264,937,The bride believes they lost his ring,5
 his,6.5947323,937,The bride believes they lost his ring,6
 ring,3.7523336,937,The bride believes they lost his ring,7
The,-0,938,The groom believes they lost her ring,1
 groom,11.19829,938,The groom believes they lost her ring,2
 believes,9.032833,938,The groom believes they lost her ring,3
 they,4.4223857,938,The groom believes they lost her ring,4
 lost,6.6510887,938,The groom believes they lost her ring,5
 her,5.154875,938,The groom believes they lost her ring,6
 ring,6.184761,938,The groom believes they lost her ring,7
The,-0,939,The groom believes they lost his ring,1
 groom,11.197574,939,The groom believes they lost his ring,2
 believes,9.0337925,939,The groom believes they lost his ring,3
 they,4.4270883,939,The groom believes they lost his ring,4
 lost,6.652944,939,The groom believes they lost his ring,5
 his,4.700364,939,The groom believes they lost his ring,6
 ring,3.007108,939,The groom believes they lost his ring,7
The,-0,940,The bride believes they lost the dress and her ring,1
 bride,9.648452,940,The bride believes they lost the dress and her ring,2
 believes,9.372236,940,The bride believes they lost the dress and her ring,3
 they,4.5380473,940,The bride believes they lost the dress and her ring,4
 lost,7.2509627,940,The bride believes they lost the dress and her ring,5
 the,1.8659033,940,The bride believes they lost the dress and her ring,6
 dress,4.318894,940,The bride believes they lost the dress and her ring,7
 and,3.010243,940,The bride believes they lost the dress and her ring,8
 her,3.4632201,940,The bride believes they lost the dress and her ring,9
 ring,4.3527474,940,The bride believes they lost the dress and her ring,10
The,-0,941,The bride believes they lost the dress and his ring,1
 bride,9.648637,941,The bride believes they lost the dress and his ring,2
 believes,9.377872,941,The bride believes they lost the dress and his ring,3
 they,4.5370994,941,The bride believes they lost the dress and his ring,4
 lost,7.254272,941,The bride believes they lost the dress and his ring,5
 the,1.8722994,941,The bride believes they lost the dress and his ring,6
 dress,4.3133087,941,The bride believes they lost the dress and his ring,7
 and,3.00251,941,The bride believes they lost the dress and his ring,8
 his,8.68541,941,The bride believes they lost the dress and his ring,9
 ring,3.7051353,941,The bride believes they lost the dress and his ring,10
The,-0,942,The groom believes they lost the dress and her ring,1
 groom,11.197605,942,The groom believes they lost the dress and her ring,2
 believes,9.05144,942,The groom believes they lost the dress and her ring,3
 they,4.4271445,942,The groom believes they lost the dress and her ring,4
 lost,6.659633,942,The groom believes they lost the dress and her ring,5
 the,1.7371473,942,The groom believes they lost the dress and her ring,6
 dress,5.3120937,942,The groom believes they lost the dress and her ring,7
 and,3.152256,942,The groom believes they lost the dress and her ring,8
 her,5.6523476,942,The groom believes they lost the dress and her ring,9
 ring,3.5595596,942,The groom believes they lost the dress and her ring,10
The,-0,943,The groom believes they lost the dress and his ring,1
 groom,11.197477,943,The groom believes they lost the dress and his ring,2
 believes,9.032951,943,The groom believes they lost the dress and his ring,3
 they,4.4327154,943,The groom believes they lost the dress and his ring,4
 lost,6.6404023,943,The groom believes they lost the dress and his ring,5
 the,1.736568,943,The groom believes they lost the dress and his ring,6
 dress,5.3285203,943,The groom believes they lost the dress and his ring,7
 and,3.1576753,943,The groom believes they lost the dress and his ring,8
 his,4.1901007,943,The groom believes they lost the dress and his ring,9
 ring,4.8414288,943,The groom believes they lost the dress and his ring,10
The,-0,944,The countess worries they tunneled under her castle,1
 count,10.471019,944,The countess worries they tunneled under her castle,2
ess,1.5689695,944,The countess worries they tunneled under her castle,3
 worries,11.545877,944,The countess worries they tunneled under her castle,4
 they,6.4509892,944,The countess worries they tunneled under her castle,5
 tunnel,14.777754,944,The countess worries they tunneled under her castle,6
ed,0.8005937,944,The countess worries they tunneled under her castle,7
 under,1.4943489,944,The countess worries they tunneled under her castle,8
 her,3.5013304,944,The countess worries they tunneled under her castle,9
 castle,2.6243718,944,The countess worries they tunneled under her castle,10
The,-0,945,The countess worries they tunneled under his castle,1
 count,10.470823,945,The countess worries they tunneled under his castle,2
ess,1.5707862,945,The countess worries they tunneled under his castle,3
 worries,11.548776,945,The countess worries they tunneled under his castle,4
 they,6.4390717,945,The countess worries they tunneled under his castle,5
 tunnel,14.76904,945,The countess worries they tunneled under his castle,6
ed,0.81022733,945,The countess worries they tunneled under his castle,7
 under,1.4980224,945,The countess worries they tunneled under his castle,8
 his,5.5929103,945,The countess worries they tunneled under his castle,9
 castle,3.2594273,945,The countess worries they tunneled under his castle,10
The,-0,946,The count worries they tunneled under her castle,1
 count,10.470323,946,The count worries they tunneled under her castle,2
 worries,11.848233,946,The count worries they tunneled under her castle,3
 they,6.3113027,946,The count worries they tunneled under her castle,4
 tunnel,13.592968,946,The count worries they tunneled under her castle,5
ed,0.73784935,946,The count worries they tunneled under her castle,6
 under,1.4205416,946,The count worries they tunneled under her castle,7
 her,5.5258036,946,The count worries they tunneled under her castle,8
 castle,4.275443,946,The count worries they tunneled under her castle,9
The,-0,947,The count worries they tunneled under his castle,1
 count,10.470723,947,The count worries they tunneled under his castle,2
 worries,11.84789,947,The count worries they tunneled under his castle,3
 they,6.3237505,947,The count worries they tunneled under his castle,4
 tunnel,13.5772915,947,The count worries they tunneled under his castle,5
ed,0.75123906,947,The count worries they tunneled under his castle,6
 under,1.4298121,947,The count worries they tunneled under his castle,7
 his,3.5477688,947,The count worries they tunneled under his castle,8
 castle,1.8684669,947,The count worries they tunneled under his castle,9
The,-0,948,The countess worries they tunneled under the forrest and her castle,1
 count,10.470122,948,The countess worries they tunneled under the forrest and her castle,2
ess,1.5710824,948,The countess worries they tunneled under the forrest and her castle,3
 worries,11.544527,948,The countess worries they tunneled under the forrest and her castle,4
 they,6.4378533,948,The countess worries they tunneled under the forrest and her castle,5
 tunnel,14.766645,948,The countess worries they tunneled under the forrest and her castle,6
ed,0.8030966,948,The countess worries they tunneled under the forrest and her castle,7
 under,1.4786496,948,The countess worries they tunneled under the forrest and her castle,8
 the,0.3638743,948,The countess worries they tunneled under the forrest and her castle,9
 for,10.6759815,948,The countess worries they tunneled under the forrest and her castle,10
rest,5.648929,948,The countess worries they tunneled under the forrest and her castle,11
 and,1.559129,948,The countess worries they tunneled under the forrest and her castle,12
 her,6.1460276,948,The countess worries they tunneled under the forrest and her castle,13
 castle,2.4635425,948,The countess worries they tunneled under the forrest and her castle,14
The,-0,949,The countess worries they tunneled under the forrest and his castle,1
 count,10.470381,949,The countess worries they tunneled under the forrest and his castle,2
ess,1.5674651,949,The countess worries they tunneled under the forrest and his castle,3
 worries,11.541126,949,The countess worries they tunneled under the forrest and his castle,4
 they,6.45443,949,The countess worries they tunneled under the forrest and his castle,5
 tunnel,14.759632,949,The countess worries they tunneled under the forrest and his castle,6
ed,0.8015204,949,The countess worries they tunneled under the forrest and his castle,7
 under,1.4910021,949,The countess worries they tunneled under the forrest and his castle,8
 the,0.3638577,949,The countess worries they tunneled under the forrest and his castle,9
 for,10.677283,949,The countess worries they tunneled under the forrest and his castle,10
rest,5.639401,949,The countess worries they tunneled under the forrest and his castle,11
 and,1.5562619,949,The countess worries they tunneled under the forrest and his castle,12
 his,8.613801,949,The countess worries they tunneled under the forrest and his castle,13
 castle,2.9036577,949,The countess worries they tunneled under the forrest and his castle,14
The,-0,950,The count worries they tunneled under the forrest and her castle,1
 count,10.470216,950,The count worries they tunneled under the forrest and her castle,2
 worries,11.85051,950,The count worries they tunneled under the forrest and her castle,3
 they,6.3114867,950,The count worries they tunneled under the forrest and her castle,4
 tunnel,13.5853615,950,The count worries they tunneled under the forrest and her castle,5
ed,0.74734,950,The count worries they tunneled under the forrest and her castle,6
 under,1.4201441,950,The count worries they tunneled under the forrest and her castle,7
 the,0.3637231,950,The count worries they tunneled under the forrest and her castle,8
 for,9.858519,950,The count worries they tunneled under the forrest and her castle,9
rest,6.237404,950,The count worries they tunneled under the forrest and her castle,10
 and,1.4305744,950,The count worries they tunneled under the forrest and her castle,11
 her,9.461542,950,The count worries they tunneled under the forrest and her castle,12
 castle,4.590416,950,The count worries they tunneled under the forrest and her castle,13
The,-0,951,The count worries they tunneled under the forrest and his castle,1
 count,10.469865,951,The count worries they tunneled under the forrest and his castle,2
 worries,11.852579,951,The count worries they tunneled under the forrest and his castle,3
 they,6.306635,951,The count worries they tunneled under the forrest and his castle,4
 tunnel,13.577241,951,The count worries they tunneled under the forrest and his castle,5
ed,0.7511321,951,The count worries they tunneled under the forrest and his castle,6
 under,1.4250348,951,The count worries they tunneled under the forrest and his castle,7
 the,0.3690827,951,The count worries they tunneled under the forrest and his castle,8
 for,9.84637,951,The count worries they tunneled under the forrest and his castle,9
rest,6.227891,951,The count worries they tunneled under the forrest and his castle,10
 and,1.4320428,951,The count worries they tunneled under the forrest and his castle,11
 his,6.3371,951,The count worries they tunneled under the forrest and his castle,12
 castle,1.4386365,951,The count worries they tunneled under the forrest and his castle,13
My,-0,952,My wife believes they dislike her recipe,1
 wife,4.2989035,952,My wife believes they dislike her recipe,2
 believes,7.9408736,952,My wife believes they dislike her recipe,3
 they,5.086692,952,My wife believes they dislike her recipe,4
 dislike,9.891728,952,My wife believes they dislike her recipe,5
 her,1.9914824,952,My wife believes they dislike her recipe,6
 recipe,11.821965,952,My wife believes they dislike her recipe,7
My,-0,953,My wife believes they dislike his recipe,1
 wife,4.2988315,953,My wife believes they dislike his recipe,2
 believes,7.9472146,953,My wife believes they dislike his recipe,3
 they,5.091957,953,My wife believes they dislike his recipe,4
 dislike,9.888723,953,My wife believes they dislike his recipe,5
 his,6.428947,953,My wife believes they dislike his recipe,6
 recipe,11.667957,953,My wife believes they dislike his recipe,7
My,-0,954,My husband believes they dislike her recipe,1
 husband,4.3744054,954,My husband believes they dislike her recipe,2
 believes,7.5704794,954,My husband believes they dislike her recipe,3
 they,5.147539,954,My husband believes they dislike her recipe,4
 dislike,9.90974,954,My husband believes they dislike her recipe,5
 her,4.469003,954,My husband believes they dislike her recipe,6
 recipe,13.709574,954,My husband believes they dislike her recipe,7
My,-0,955,My husband believes they dislike his recipe,1
 husband,4.374086,955,My husband believes they dislike his recipe,2
 believes,7.5694904,955,My husband believes they dislike his recipe,3
 they,5.1489573,955,My husband believes they dislike his recipe,4
 dislike,9.909173,955,My husband believes they dislike his recipe,5
 his,4.2487416,955,My husband believes they dislike his recipe,6
 recipe,11.1170635,955,My husband believes they dislike his recipe,7
My,-0,956,My wife believes they dislike the decor and her recipe,1
 wife,4.298754,956,My wife believes they dislike the decor and her recipe,2
 believes,7.9419327,956,My wife believes they dislike the decor and her recipe,3
 they,5.0907226,956,My wife believes they dislike the decor and her recipe,4
 dislike,9.897158,956,My wife believes they dislike the decor and her recipe,5
 the,2.1139205,956,My wife believes they dislike the decor and her recipe,6
 decor,9.070557,956,My wife believes they dislike the decor and her recipe,7
 and,2.8676915,956,My wife believes they dislike the decor and her recipe,8
 her,5.8646016,956,My wife believes they dislike the decor and her recipe,9
 recipe,9.049948,956,My wife believes they dislike the decor and her recipe,10
My,-0,957,My wife believes they dislike the decor and his recipe,1
 wife,4.2988048,957,My wife believes they dislike the decor and his recipe,2
 believes,7.9462724,957,My wife believes they dislike the decor and his recipe,3
 they,5.089086,957,My wife believes they dislike the decor and his recipe,4
 dislike,9.900497,957,My wife believes they dislike the decor and his recipe,5
 the,2.1144676,957,My wife believes they dislike the decor and his recipe,6
 decor,9.064169,957,My wife believes they dislike the decor and his recipe,7
 and,2.8638225,957,My wife believes they dislike the decor and his recipe,8
 his,9.464844,957,My wife believes they dislike the decor and his recipe,9
 recipe,10.723434,957,My wife believes they dislike the decor and his recipe,10
My,-0,958,My husband believes they dislike the decor and her recipe,1
 husband,4.37429,958,My husband believes they dislike the decor and her recipe,2
 believes,7.5727735,958,My husband believes they dislike the decor and her recipe,3
 they,5.143871,958,My husband believes they dislike the decor and her recipe,4
 dislike,9.910717,958,My husband believes they dislike the decor and her recipe,5
 the,2.216762,958,My husband believes they dislike the decor and her recipe,6
 decor,9.376184,958,My husband believes they dislike the decor and her recipe,7
 and,2.8203661,958,My husband believes they dislike the decor and her recipe,8
 her,8.950179,958,My husband believes they dislike the decor and her recipe,9
 recipe,10.620426,958,My husband believes they dislike the decor and her recipe,10
My,-0,959,My husband believes they dislike the decor and his recipe,1
 husband,4.3741727,959,My husband believes they dislike the decor and his recipe,2
 believes,7.571485,959,My husband believes they dislike the decor and his recipe,3
 they,5.145684,959,My husband believes they dislike the decor and his recipe,4
 dislike,9.904333,959,My husband believes they dislike the decor and his recipe,5
 the,2.2077343,959,My husband believes they dislike the decor and his recipe,6
 decor,9.375582,959,My husband believes they dislike the decor and his recipe,7
 and,2.8249574,959,My husband believes they dislike the decor and his recipe,8
 his,6.10609,959,My husband believes they dislike the decor and his recipe,9
 recipe,10.746364,959,My husband believes they dislike the decor and his recipe,10
My,-0,960,My aunt said they know her friend,1
 aunt,6.899415,960,My aunt said they know her friend,2
 said,3.9587884,960,My aunt said they know her friend,3
 they,3.826649,960,My aunt said they know her friend,4
 know,6.89627,960,My aunt said they know her friend,5
 her,5.2553844,960,My aunt said they know her friend,6
 friend,6.9162226,960,My aunt said they know her friend,7
My,-0,961,My aunt said they know his friend,1
 aunt,6.8992085,961,My aunt said they know his friend,2
 said,3.9600573,961,My aunt said they know his friend,3
 they,3.8217442,961,My aunt said they know his friend,4
 know,6.901602,961,My aunt said they know his friend,5
 his,6.2146125,961,My aunt said they know his friend,6
 friend,6.1687765,961,My aunt said they know his friend,7
My,-0,962,My uncle said they know her friend,1
 uncle,6.056202,962,My uncle said they know her friend,2
 said,4.1932836,962,My uncle said they know her friend,3
 they,3.9619615,962,My uncle said they know her friend,4
 know,6.923405,962,My uncle said they know her friend,5
 her,5.9936867,962,My uncle said they know her friend,6
 friend,7.893731,962,My uncle said they know her friend,7
My,-0,963,My uncle said they know his friend,1
 uncle,6.0558977,963,My uncle said they know his friend,2
 said,4.195156,963,My uncle said they know his friend,3
 they,3.9571838,963,My uncle said they know his friend,4
 know,6.926557,963,My uncle said they know his friend,5
 his,6.3132386,963,My uncle said they know his friend,6
 friend,5.7022777,963,My uncle said they know his friend,7
My,-0,964,My aunt said they know the teacher and her friend,1
 aunt,6.898988,964,My aunt said they know the teacher and her friend,2
 said,3.9605615,964,My aunt said they know the teacher and her friend,3
 they,3.8282983,964,My aunt said they know the teacher and her friend,4
 know,6.8963914,964,My aunt said they know the teacher and her friend,5
 the,3.0191977,964,My aunt said they know the teacher and her friend,6
 teacher,7.744763,964,My aunt said they know the teacher and her friend,7
 and,2.0209818,964,My aunt said they know the teacher and her friend,8
 her,3.125677,964,My aunt said they know the teacher and her friend,9
 friend,5.5720854,964,My aunt said they know the teacher and her friend,10
My,-0,965,My aunt said they know the teacher and his friend,1
 aunt,6.898425,965,My aunt said they know the teacher and his friend,2
 said,3.9571397,965,My aunt said they know the teacher and his friend,3
 they,3.8278236,965,My aunt said they know the teacher and his friend,4
 know,6.900612,965,My aunt said they know the teacher and his friend,5
 the,3.023753,965,My aunt said they know the teacher and his friend,6
 teacher,7.743869,965,My aunt said they know the teacher and his friend,7
 and,2.0207186,965,My aunt said they know the teacher and his friend,8
 his,4.0601416,965,My aunt said they know the teacher and his friend,9
 friend,6.4920053,965,My aunt said they know the teacher and his friend,10
My,-0,966,My uncle said they know the teacher and her friend,1
 uncle,6.055487,966,My uncle said they know the teacher and her friend,2
 said,4.1923695,966,My uncle said they know the teacher and her friend,3
 they,3.956404,966,My uncle said they know the teacher and her friend,4
 know,6.923635,966,My uncle said they know the teacher and her friend,5
 the,2.9261115,966,My uncle said they know the teacher and her friend,6
 teacher,8.236241,966,My uncle said they know the teacher and her friend,7
 and,2.1972387,966,My uncle said they know the teacher and her friend,8
 her,3.040909,966,My uncle said they know the teacher and her friend,9
 friend,5.6553893,966,My uncle said they know the teacher and her friend,10
My,-0,967,My uncle said they know the teacher and his friend,1
 uncle,6.055911,967,My uncle said they know the teacher and his friend,2
 said,4.1946583,967,My uncle said they know the teacher and his friend,3
 they,3.9566362,967,My uncle said they know the teacher and his friend,4
 know,6.928949,967,My uncle said they know the teacher and his friend,5
 the,2.9225137,967,My uncle said they know the teacher and his friend,6
 teacher,8.22209,967,My uncle said they know the teacher and his friend,7
 and,2.1941926,967,My uncle said they know the teacher and his friend,8
 his,4.0468087,967,My uncle said they know the teacher and his friend,9
 friend,5.6235127,967,My uncle said they know the teacher and his friend,10
The,-0,968,The lady believes they misplaced her fur coat,1
 lady,8.546794,968,The lady believes they misplaced her fur coat,2
 believes,8.850491,968,The lady believes they misplaced her fur coat,3
 they,4.8627157,968,The lady believes they misplaced her fur coat,4
 misplaced,11.071659,968,The lady believes they misplaced her fur coat,5
 her,1.8563869,968,The lady believes they misplaced her fur coat,6
 fur,7.3863416,968,The lady believes they misplaced her fur coat,7
 coat,1.6134773,968,The lady believes they misplaced her fur coat,8
The,-0,969,The lady believes they misplaced his fur coat,1
 lady,8.54597,969,The lady believes they misplaced his fur coat,2
 believes,8.8641405,969,The lady believes they misplaced his fur coat,3
 they,4.8636417,969,The lady believes they misplaced his fur coat,4
 misplaced,11.11657,969,The lady believes they misplaced his fur coat,5
 his,4.9259267,969,The lady believes they misplaced his fur coat,6
 fur,9.330255,969,The lady believes they misplaced his fur coat,7
 coat,1.8002163,969,The lady believes they misplaced his fur coat,8
The,-0,970,The man believes they misplaced her fur coat,1
 man,5.3579354,970,The man believes they misplaced her fur coat,2
 believes,8.663272,970,The man believes they misplaced her fur coat,3
 they,4.744233,970,The man believes they misplaced her fur coat,4
 misplaced,11.341093,970,The man believes they misplaced her fur coat,5
 her,3.7837586,970,The man believes they misplaced her fur coat,6
 fur,9.238936,970,The man believes they misplaced her fur coat,7
 coat,1.2242321,970,The man believes they misplaced her fur coat,8
The,-0,971,The man believes they misplaced his fur coat,1
 man,5.35746,971,The man believes they misplaced his fur coat,2
 believes,8.679354,971,The man believes they misplaced his fur coat,3
 they,4.7389536,971,The man believes they misplaced his fur coat,4
 misplaced,11.336949,971,The man believes they misplaced his fur coat,5
 his,1.1656505,971,The man believes they misplaced his fur coat,6
 fur,10.545351,971,The man believes they misplaced his fur coat,7
 coat,0.8143321,971,The man believes they misplaced his fur coat,8
The,-0,972,The lady believes they misplaced the luggage rack and her fur coat,1
 lady,8.545422,972,The lady believes they misplaced the luggage rack and her fur coat,2
 believes,8.868242,972,The lady believes they misplaced the luggage rack and her fur coat,3
 they,4.863151,972,The lady believes they misplaced the luggage rack and her fur coat,4
 misplaced,11.071859,972,The lady believes they misplaced the luggage rack and her fur coat,5
