token	logprob	sentence_id
		
 remembers	-8.838424	1423
		
 whether	-11.967468	1423
		
 they	-3.795464	1423
		
 brushed	-9.596172	1423
		
 his	-2.4554832	1423
		
 teeth	-0.3832572	1423
		
.	-2.5449708	1423
		
The		1424
		
 lady	-8.545468	1424
		
 recalls	-11.073522	1424
		
 that	-1.6685225	1424
		
 they	-4.285866	1424
		
 visited	-5.951294	1424
		
 her	-2.7723956	1424
		
 family	-4.091933	1424
		
.	-4.095973	1424
		
The		1425
		
 lady	-8.545562	1425
		
 recalls	-11.068063	1425
		
 that	-1.6680834	1425
		
 they	-4.2810173	1425
		
 visited	-5.9569273	1425
		
 his	-4.906807	1425
		
 family	-2.712146	1425
		
.	-3.7044487	1425
		
The		1426
		
 man	-5.3579354	1426
		
 recalls	-10.472316	1426
		
 that	-2.0037277	1426
		
 they	-4.213854	1426
		
 visited	-6.6218805	1426
		
 her	-4.761754	1426
		
 family	-3.3470237	1426
		
.	-3.7235816	1426
		
The		1427
		
 man	-5.357391	1427
		
 recalls	-10.489813	1427
		
 that	-2.0040665	1427
		
 they	-4.212728	1427
		
 visited	-6.616579	1427
		
 his	-2.9863582	1427
		
 family	-3.0394824	1427
		
.	-3.8716533	1427
		
The		1428
		
 lady	-8.545834	1428
		
 recalls	-11.071394	1428
		
 whether	-10.656966	1428
		
 they	-3.97933	1428
		
 visited	-6.6898317	1428
		
 her	-2.760493	1428
		
 family	-5.013248	1428
		
.	-3.0630796	1428
		
The		1429
		
 lady	-8.545362	1429
		
 recalls	-11.075992	1429
		
 whether	-10.654076	1429
		
 they	-3.9768958	1429
		
 visited	-6.685567	1429
		
 his	-5.4028254	1429
		
 family	-2.8099468	1429
		
.	-2.743914	1429
		
The		1430
		
 man	-5.357391	1430
		
 recalls	-10.473856	1430
		
 whether	-10.767396	1430
		
 they	-3.838749	1430
		
 visited	-7.461796	1430
		
 her	-4.834032	1430
		
 family	-3.1874435	1430
		
.	-2.9556572	1430
		
The		1431
		
 man	-5.357311	1431
		
 recalls	-10.473694	1431
		
 whether	-10.770617	1431
		
 they	-3.8330495	1431
		
 visited	-7.468359	1431
		
 his	-3.5068436	1431
		
 family	-3.453159	1431
		
.	-2.8946738	1431
		
The		1432
		
 princess	-9.831375	1432
		
 knows	-7.097502	1432
		
 that	-2.2971683	1432
		
 they	-5.2085114	1432
		
 questioned	-11.883735	1432
		
 her	-1.8102906	1432
		
 maid	-3.4837286	1432
		
.	-2.3394425	1432
		
The		1433
		
 princess	-9.831279	1433
		
 knows	-7.0878196	1433
		
 that	-2.2953157	1433
		
 they	-5.208749	1433
		
 questioned	-11.890931	1433
		
 his	-5.7035313	1433
		
 maid	-6.019562	1433
		
.	-2.283514	1433
		
The		1434
		
 prince	-8.866614	1434
		
 knows	-7.0264535	1434
		
 that	-2.0180495	1434
		
 they	-5.3764367	1434
		
 questioned	-11.352105	1434
		
 her	-3.0982563	1434
		
 maid	-5.248307	1434
		
.	-2.1001878	1434
		
The		1435
		
 prince	-8.866477	1435
		
 knows	-7.0295186	1435
		
 that	-2.017185	1435
		
 they	-5.376903	1435
		
 questioned	-11.351851	1435
		
 his	-2.825437	1435
		
 maid	-6.245064	1435
		
.	-2.3239202	1435
		
The		1436
		
 princess	-9.831337	1436
		
 knows	-7.0700793	1436
		
 whether	-8.716452	1436
		
 they	-4.6505504	1436
		
 questioned	-11.755519	1436
		
 her	-1.3139724	1436
		
 maid	-4.333877	1436
		
.	-2.559065	1436
		
The		1437
		
 princess	-9.831184	1437
		
 knows	-7.1064563	1437
		
 whether	-8.715384	1437
		
 they	-4.6398907	1437
		
 questioned	-11.748267	1437
		
 his	-5.7041993	1437
		
 maid	-6.2369237	1437
		
.	-2.6249247	1437
		
The		1438
		
 prince	-8.866632	1438
		
 knows	-7.0287733	1438
		
 whether	-8.23135	1438
		
 they	-4.8234086	1438
		
 questioned	-11.064078	1438
		
 her	-2.6924243	1438
		
 maid	-6.9007983	1438
		
.	-2.3086393	1438
		
The		1439
		
 prince	-8.866301	1439
		
 knows	-7.014413	1439
		
 whether	-8.230926	1439
		
 they	-4.8204985	1439
		
 questioned	-11.055907	1439
		
 his	-2.952719	1439
		
 maid	-6.584237	1439
		
.	-2.6789365	1439
		
The		1440
		
 girl	-7.2290044	1440
		
 guessed	-10.24061	1440
		
 that	-1.4220499	1440
		
 they	-3.463934	1440
		
 met	-8.143073	1440
		
 her	-4.9514093	1440
		
 friends	-6.088857	1440
		
.	-1.7879263	1440
		
The		1441
		
 girl	-7.229549	1441
		
 guessed	-10.239304	1441
		
 that	-1.4215994	1441
		
 they	-3.462672	1441
		
 met	-8.143988	1441
		
 his	-6.8743577	1441
		
 friends	-3.2425213	1441
		
.	-1.6986567	1441
		
The		1442
		
 boy	-6.997315	1442
		
 guessed	-9.831358	1442
		
 that	-1.3858299	1442
		
 they	-3.5163498	1442
		
 met	-8.286897	1442
		
 her	-5.5722065	1442
		
 friends	-6.2018356	1442
		
.	-2.0045457	1442
		
The		1443
		
 boy	-6.9969482	1443
		
 guessed	-9.84317	1443
		
 that	-1.3873875	1443
		
 they	-3.515496	1443
		
 met	-8.30214	1443
		
 his	-5.586062	1443
		
 friends	-5.5030313	1443
		
.	-1.8641539	1443
		
The		1444
		
 girl	-7.229254	1444
		
 guessed	-10.2255335	1444
		
 whether	-9.670012	1444
		
 they	-3.6097174	1444
		
 met	-8.299193	1444
		
 her	-4.063529	1444
		
 friends	-5.2342052	1444
		
.	-2.1848922	1444
		
The		1445
		
 girl	-7.22936	1445
		
 guessed	-10.240285	1445
		
 whether	-9.68894	1445
		
 they	-3.6112304	1445
		
 met	-8.288775	1445
		
 his	-5.995753	1445
		
 friends	-4.866959	1445
		
.	-2.0608883	1445
		
The		1446
		
 boy	-6.9967756	1446
		
 guessed	-9.834158	1446
		
 whether	-9.349797	1446
		
 they	-3.5983758	1446
		
 met	-8.208683	1446
		
 her	-5.2856083	1446
		
 friends	-5.723485	1446
		
.	-2.2677538	1446
		
The		1447
		
 boy	-6.9974732	1447
		
 guessed	-9.848422	1447
		
 whether	-9.349042	1447
		
 they	-3.5861402	1447
		
 met	-8.215561	1447
		
 his	-4.691594	1447
		
 friends	-5.3745604	1447
		
.	-2.2565572	1447
		
The		1448
		
 queen	-9.479869	1448
		
 knows	-7.0295167	1448
		
 that	-2.339941	1448
		
 they	-5.411788	1448
		
 commanded	-12.235059	1448
		
 her	-2.042089	1448
		
 generals	-8.258556	1448
		
.	-2.5239372	1448
		
The		1449
		
 queen	-9.480247	1449
		
 knows	-7.042624	1449
		
 that	-2.3389106	1449
		
 they	-5.4099293	1449
		
 commanded	-12.230555	1449
		
 his	-5.463561	1449
		
 generals	-7.944046	1449
		
.	-3.0100675	1449
		
The		1450
		
 king	-7.4697876	1450
		
 knows	-7.1597476	1450
		
 that	-1.9412156	1450
		
 they	-5.352201	1450
		
 commanded	-11.499797	1450
		
 her	-5.0842834	1450
		
 generals	-11.212563	1450
		
.	-3.06589	1450
		
The		1451
		
 king	-7.4702377	1451
		
 knows	-7.1611075	1451
		
 that	-1.9381751	1451
		
 they	-5.3544106	1451
		
 commanded	-11.481784	1451
		
 his	-3.2321362	1451
		
 generals	-5.7693467	1451
		
.	-3.614916	1451
		
The		1452
		
 queen	-9.479318	1452
		
 knows	-7.0336747	1452
		
 whether	-8.231797	1452
		
 they	-4.3248587	1452
		
 commanded	-12.771431	1452
		
 her	-2.2650905	1452
		
 generals	-10.480271	1452
		
.	-2.804289	1452
		
The		1453
		
 queen	-9.47957	1453
		
 knows	-7.0344143	1453
		
 whether	-8.242117	1453
		
 they	-4.3283978	1453
		
 commanded	-12.779167	1453
		
 his	-5.261577	1453
		
 generals	-8.791448	1453
		
.	-2.9158766	1453
		
The		1454
		
 king	-7.4702525	1454
		
 knows	-7.1601152	1454
		
 whether	-7.9844093	1454
		
 they	-4.763695	1454
		
 commanded	-11.937292	1454
		
 her	-4.5786204	1454
		
 generals	-12.600042	1454
		
.	-2.9143863	1454
		
The		1455
		
 king	-7.4701986	1455
		
 knows	-7.166468	1455
		
 whether	-7.9888306	1455
		
 they	-4.7681465	1455
		
 commanded	-11.949061	1455
		
 his	-4.0677924	1455
		
 generals	-5.0181227	1455
		
.	-3.4830794	1455
		
Your		1456
		
 mother	-5.018936	1456
		
 said	-4.2874017	1456
		
 that	-2.0994315	1456
		
 they	-4.3944106	1456
		
 gossip	-11.59246	1456
		
ed	-0.35106456	1456
		
 with	-5.32472	1456
		
 her	-2.8061612	1456
		
 acquaintances	-9.70611	1456
		
.	-2.0215535	1456
		
Your		1457
		
 mother	-5.018591	1457
		
 said	-4.287057	1457
		
 that	-2.092145	1457
		
 they	-4.397522	1457
		
 gossip	-11.5853	1457
		
ed	-0.3502181	1457
		
 with	-5.3204904	1457
		
 his	-6.2217326	1457
		
 acquaintances	-8.201871	1457
		
.	-1.772645	1457
		
Your		1458
		
 father	-5.35049	1458
		
 said	-4.448783	1458
		
 that	-1.945616	1458
		
 they	-4.2637224	1458
		
 gossip	-12.007673	1458
		
ed	-0.34795672	1458
		
 with	-5.234538	1458
		
 her	-4.1201406	1458
		
 acquaintances	-10.367402	1458
		
.	-1.8451004	1458
		
Your		1459
		
 father	-5.3507957	1459
		
 said	-4.4507475	1459
		
 that	-1.9438812	1459
		
 they	-4.2697654	1459
		
 gossip	-12.009971	1459
		
ed	-0.34300038	1459
		
 with	-5.240614	1459
		
 his	-4.643624	1459
		
 acquaintances	-8.001255	1459
		
.	-1.7969165	1459
		
Your		1460
		
 mother	-5.018938	1460
		
 said	-4.2891164	1460
		
 whether	-11.366841	1460
		
 they	-4.0396094	1460
		
 gossip	-10.735512	1460
		
ed	-0.65710694	1460
		
 with	-5.294025	1460
		
 her	-2.547011	1460
		
 acquaintances	-10.029916	1460
		
.	-3.6686969	1460
		
Your		1461
		
 mother	-5.0188627	1461
		
 said	-4.289494	1461
		
 whether	-11.376199	1461
		
 they	-4.0438647	1461
		
 gossip	-10.731187	1461
		
ed	-0.65843034	1461
		
 with	-5.30771	1461
		
 his	-6.141827	1461
		
 acquaintances	-7.2922597	1461
		
.	-3.219037	1461
		
Your		1462
		
 father	-5.350907	1462
		
 said	-4.4479685	1462
		
 whether	-11.4226	1462
		
 they	-3.8651874	1462
		
 gossip	-11.207754	1462
		
ed	-0.6248691	1462
		
 with	-5.421864	1462
		
 her	-3.9560046	1462
		
 acquaintances	-10.303717	1462
		
.	-3.2203767	1462
		
Your		1463
		
 father	-5.3511887	1463
		
 said	-4.4552894	1463
		
 whether	-11.426134	1463
		
 they	-3.864507	1463
		
 gossip	-11.23284	1463
		
ed	-0.61611164	1463
		
 with	-5.415848	1463
		
 his	-4.7791686	1463
		
 acquaintances	-7.0995655	1463
		
.	-3.585077	1463
		
The		1464
		
 grandmother	-10.639901	1464
		
 knows	-7.7410197	1464
		
 that	-1.8543843	1464
		
 they	-4.7592835	1464
		
 talked	-8.888926	1464
		
 with	-3.44704	1464
		
 her	-2.1392145	1464
		
 son	-1.966084	1464
		
.	-2.5956748	1464
		
The		1465
		
 grandmother	-10.639844	1465
		
 knows	-7.736851	1465
		
 that	-1.8587666	1465
		
 they	-4.763944	1465
		
 talked	-8.895199	1465
		
 with	-3.4500046	1465
		
 his	-5.6291485	1465
		
 son	-3.488805	1465
		
.	-2.1800346	1465
		
The		1466
		
 grandfather	-10.59832	1466
		
 knows	-7.6990466	1466
		
 that	-1.7573303	1466
		
 they	-4.698516	1466
		
 talked	-9.083282	1466
		
 with	-3.4635239	1466
		
 her	-3.93791	1466
		
 son	-4.849994	1466
		
.	-2.2202508	1466
		
The		1467
		
 grandfather	-10.597904	1467
		
 knows	-7.690073	1467
		
 that	-1.7583504	1467
		
 they	-4.6979284	1467
		
 talked	-9.0831585	1467
		
 with	-3.4642591	1467
		
 his	-2.7743802	1467
		
 son	-1.5643573	1467
		
.	-2.3027973	1467
		
The		1468
		
 grandmother	-10.639413	1468
		
 knows	-7.7451925	1468
		
 whether	-7.91787	1468
		
 they	-3.9491441	1468
		
 talked	-8.673787	1468
		
 with	-3.6521115	1468
		
 her	-2.0156755	1468
		
 son	-2.5416715	1468
		
.	-1.9398924	1468
		
The		1469
		
 grandmother	-10.639748	1469
		
 knows	-7.749942	1469
		
 whether	-7.922694	1469
		
 they	-3.9475622	1469
		
 talked	-8.675846	1469
		
 with	-3.6503012	1469
		
 his	-5.895142	1469
		
 son	-3.9308383	1469
		
.	-1.7564479	1469
		
The		1470
		
 grandfather	-10.597844	1470
		
 knows	-7.6883883	1470
		
 whether	-8.134898	1470
		
 they	-4.167117	1470
		
 talked	-8.748007	1470
		
 with	-3.6215065	1470
		
 her	-3.4508348	1470
		
 son	-5.265812	1470
		
.	-1.6888874	1470
		
The		1471
		
 grandfather	-10.598121	1471
		
 knows	-7.6957655	1471
		
 whether	-8.117672	1471
		
 they	-4.16027	1471
		
 talked	-8.7523985	1471
		
 with	-3.6241012	1471
		
 his	-2.6152675	1471
		
 son	-1.66763	1471
		
.	-1.8433404	1471
		
The		1472
		
 girl	-7.2294183	1472
		
 said	-3.7101166	1472
		
 that	-2.3897643	1472
		
 they	-4.103593	1472
		
 played	-6.2474833	1472
		
 tag	-6.3736634	1472
		
 with	-2.9034922	1472
		
 her	-2.334153	1472
		
 classmates	-7.931467	1472
		
.	-2.2429738	1472
		
The		1473
		
 girl	-7.2291293	1473
		
 said	-3.7107158	1473
		
 that	-2.3927515	1473
		
 they	-4.101277	1473
		
 played	-6.2536063	1473
		
 tag	-6.3662543	1473
		
 with	-2.9032006	1473
		
 his	-5.2146044	1473
		
 classmates	-7.156714	1473
		
.	-2.0395927	1473
		
The		1474
		
 boy	-6.9971037	1474
		
 said	-4.07705	1474
		
 that	-2.5630455	1474
		
 they	-3.9644356	1474
		
 played	-5.683049	1474
		
 tag	-5.9037185	1474
		
 with	-2.8349876	1474
		
 her	-3.772454	1474
		
 classmates	-11.384642	1474
		
.	-2.0154324	1474
		
The		1475
		
 boy	-6.9971232	1475
		
 said	-4.073654	1475
		
 that	-2.5663297	1475
		
 they	-3.9656112	1475
		
 played	-5.6895547	1475
		
 tag	-5.9114037	1475
		
 with	-2.84343	1475
		
 his	-3.617595	1475
		
 classmates	-4.367506	1475
		
.	-2.1811664	1475
		
The		1476
		
 girl	-7.2292423	1476
		
 said	-3.7111835	1476
		
 whether	-11.5147085	1476
		
 they	-3.3150985	1476
		
 played	-6.2513556	1476
		
 tag	-6.2051153	1476
		
 with	-4.179178	1476
		
 her	-2.855515	1476
		
 classmates	-8.4508505	1476
		
.	-4.0735464	1476
		
The		1477
		
 girl	-7.2293177	1477
		
 said	-3.7055857	1477
		
 whether	-11.520684	1477
		
 they	-3.3135104	1477
		
 played	-6.258729	1477
		
 tag	-6.22719	1477
		
 with	-4.185303	1477
		
 his	-5.5487165	1477
		
 classmates	-7.0787053	1477
		
.	-3.7690847	1477
		
The		1478
		
 boy	-6.996911	1478
		
 said	-4.0752506	1478
		
 whether	-11.710131	1478
		
 they	-3.092889	1478
		
 played	-5.6763754	1478
		
 tag	-6.0540185	1478
		
 with	-4.318174	1478
		
 her	-4.13513	1478
		
 classmates	-10.012775	1478
		
.	-3.6113484	1478
		
The		1479
		
 boy	-6.9976087	1479
		
 said	-4.070455	1479
		
 whether	-11.729795	1479
		
 they	-3.0940638	1479
		
 played	-5.6760592	1479
		
 tag	-6.0402913	1479
		
 with	-4.3086524	1479
		
 his	-4.4584517	1479
		
 classmates	-4.966592	1479
		
.	-3.9464946	1479
		
The		1480
		
 woman	-6.399394	1480
		
 guessed	-10.565097	1480
		
 that	-1.591042	1480
		
 they	-3.8173738	1480
		
 checked	-10.117802	1480
		
 her	-1.6099777	1480
		
 agenda	-10.972546	1480
		
.	-2.6399243	1480
		
The		1481
		
 woman	-6.4000816	1481
		
 guessed	-10.574944	1481
		
 that	-1.5882449	1481
		
 they	-3.8183804	1481
		
 checked	-10.107861	1481
		
 his	-4.671373	1481
		
 agenda	-9.952232	1481
		
.	-2.3148851	1481
		
The		1482
		
 man	-5.357443	1482
		
 guessed	-10.730873	1482
		
 that	-1.6928836	1482
		
 they	-3.7243783	1482
		
 checked	-10.520748	1482
		
 her	-4.4729543	1482
		
 agenda	-10.501835	1482
		
.	-2.0563874	1482
		
The		1483
		
 man	-5.35746	1483
		
 guessed	-10.719524	1483
		
 that	-1.6894827	1483
		
 they	-3.7274652	1483
		
 checked	-10.509401	1483
		
 his	-2.0335326	1483
		
 agenda	-10.429084	1483
		
.	-2.427555	1483
		
The		1484
		
 woman	-6.3998747	1484
		
 guessed	-10.566504	1484
		
 whether	-9.637697	1484
		
 they	-3.7610352	1484
		
 checked	-10.669529	1484
		
 her	-2.6639326	1484
		
 agenda	-11.896835	1484
		
.	-2.3744235	1484
		
The		1485
		
 woman	-6.399873	1485
		
 guessed	-10.571213	1485
		
 whether	-9.64246	1485
		
 they	-3.7671998	1485
		
 checked	-10.6476	1485
		
 his	-6.5000587	1485
		
 agenda	-10.825778	1485
		
.	-2.1964002	1485
		
The		1486
		
 man	-5.357173	1486
		
 guessed	-10.726606	1486
		
 whether	-9.073169	1486
		
 they	-3.6763425	1486
		
 checked	-10.425537	1486
		
 her	-5.1232467	1486
		
 agenda	-11.2144165	1486
		
.	-2.0511873	1486
		
The		1487
		
 man	-5.357263	1487
		
 guessed	-10.719935	1487
		
 whether	-9.063829	1487
		
 they	-3.6806846	1487
		
 checked	-10.431333	1487
		
 his	-2.292	1487
		
 agenda	-11.097281	1487
		
.	-2.1521683	1487
		
The		1488
		
 d	-8.446843	1488
		
uc	-2.7225833	1488
		
hess	-0.17556266	1488
		
 recalled	-7.8293552	1488
		
 that	-1.643392	1488
		
 they	-4.550749	1488
		
 commanded	-11.785746	1488
		
 her	-1.922068	1488
		
 army	-9.286719	1488
		
.	-3.0354648	1488
		
The		1489
		
 d	-8.446764	1489
		
uc	-2.7166839	1489
		
hess	-0.17302336	1489
		
 recalled	-7.8210106	1489
		
 that	-1.6414508	1489
		
 they	-4.5521975	1489
		
 commanded	-11.801817	1489
		
 his	-5.320192	1489
		
 army	-4.9547915	1489
		
.	-2.7716734	1489
		
The		1490
		
 d	-8.446751	1490
		
uke	-1.4030093	1490
		
 recalled	-8.066571	1490
		
 that	-1.8084418	1490
		
 they	-4.5852647	1490
		
 commanded	-11.314882	1490
		
 her	-4.9180984	1490
		
 army	-6.839312	1490
		
.	-2.028224	1490
		
The		1491
		
 d	-8.447076	1491
		
uke	-1.406964	1491
		
 recalled	-8.067103	1491
		
 that	-1.8101426	1491
		
 they	-4.5863934	1491
		
 commanded	-11.320398	1491
		
 his	-4.0417657	1491
		
 army	-3.258491	1491
		
.	-2.1053534	1491
		
The		1492
		
 d	-8.446412	1492
		
uc	-2.7250755	1492
		
hess	-0.1698723	1492
		
 recalled	-7.8191233	1492
		
 whether	-11.527607	1492
		
 they	-3.9591491	1492
		
 commanded	-12.389905	1492
		
 her	-2.2406425	1492
		
 army	-8.192085	1492
		
.	-2.2047737	1492
		
The		1493
		
 d	-8.446945	1493
		
uc	-2.7161963	1493
		
hess	-0.17203344	1493
		
 recalled	-7.8276315	1493
		
 whether	-11.523356	1493
		
 they	-3.9589033	1493
		
 commanded	-12.407329	1493
		
 his	-4.853965	1493
		
 army	-4.6963315	1493
		
.	-2.0061324	1493
		
The		1494
		
 d	-8.446843	1494
		
uke	-1.4057175	1494
		
 recalled	-8.060212	1494
		
 whether	-10.536975	1494
		
 they	-4.140499	1494
		
 commanded	-11.59417	1494
		
 her	-5.187951	1494
		
 army	-6.3377643	1494
		
.	-1.6823715	1494
		
The		1495
		
 d	-8.44694	1495
		
uke	-1.4098405	1495
		
 recalled	-8.071946	1495
		
 whether	-10.518671	1495
		
 they	-4.142697	1495
		
 commanded	-11.604595	1495
		
 his	-4.0619426	1495
		
 army	-2.9012449	1495
		
.	-1.6922096	1495
		
The		1496
		
 emperor	-9.684665	1496
		
 thinks	-8.443597	1496
		
 that	-1.6978112	1496
		
 they	-4.9737935	1496
		
 talked	-10.191589	1496
		
 with	-3.433713	1496
		
 her	-5.294963	1496
		
 council	-11.025194	1496
		
ors	-1.5544114	1496
		
.	-1.658866	1496
		
The		1497
		
 emperor	-9.68454	1497
		
 thinks	-8.425845	1497
		
 that	-1.6996043	1497
		
 they	-4.980897	1497
		
 talked	-10.202979	1497
		
 with	-3.4238417	1497
		
 his	-4.5167418	1497
		
 council	-7.7799144	1497
		
ors	-1.0215477	1497
		
.	-1.7917687	1497
		
The		1498
		
 em	-10.408561	1498
		
press	-2.4835956	1498
		
 thinks	-8.218047	1498
		
 that	-1.8306541	1498
		
 they	-5.0537877	1498
		
 talked	-10.342492	1498
		
 with	-3.5251162	1498
		
 her	-3.4413297	1498
		
 council	-10.051856	1498
		
ors	-1.2155632	1498
		
.	-1.9792627	1498
		
The		1499
		
 em	-10.408846	1499
		
press	-2.4496195	1499
		
 thinks	-8.238115	1499
		
 that	-1.8328128	1499
		
 they	-5.055469	1499
		
 talked	-10.362499	1499
		
 with	-3.5215166	1499
		
 his	-6.201745	1499
		
 council	-9.752571	1499
		
ors	-1.3994404	1499
		
.	-1.7994163	1499
		
The		1500
		
 emperor	-9.684693	1500
		
 thinks	-8.436233	1500
		
 whether	-10.330598	1500
		
 they	-4.2995977	1500
		
 talked	-10.015378	1500
		
 with	-3.3289475	1500
		
 her	-4.4207535	1500
		
 council	-11.968928	1500
		
ors	-1.5950752	1500
		
.	-1.9687837	1500
		
The		1501
		
 emperor	-9.684583	1501
		
 thinks	-8.428105	1501
		
 whether	-10.329157	1501
		
 they	-4.297306	1501
		
 talked	-10.011029	1501
		
 with	-3.32744	1501
		
 his	-4.4444976	1501
		
 council	-7.9272904	1501
		
ors	-0.9948185	1501
		
.	-1.9235514	1501
		
The		1502
		
 em	-10.408936	1502
		
press	-2.4708836	1502
		
 thinks	-8.237353	1502
		
 whether	-10.853308	1502
		
 they	-4.4156346	1502
		
 talked	-9.905731	1502
		
 with	-3.290071	1502
		
 her	-3.0929139	1502
		
 council	-11.146949	1502
		
ors	-1.067386	1502
		
.	-2.0199118	1502
		
The		1503
		
 em	-10.4085455	1503
		
press	-2.4698346	1503
		
 thinks	-8.233378	1503
		
 whether	-10.851661	1503
		
 they	-4.4086485	1503
		
 talked	-9.917351	1503
		
 with	-3.287777	1503
		
 his	-5.67264	1503
		
 council	-11.156556	1503
		
ors	-1.5205494	1503
		
.	-1.8747071	1503
		
My		1504
		
 sister	-5.0431714	1504
		
 said	-4.3802485	1504
		
 that	-1.9878944	1504
		
 they	-3.6613455	1504
		
 travelled	-10.025999	1504
		
 with	-3.2196975	1504
		
 her	-2.919108	1504
		
 soccer	-10.182802	1504
		
 team	-0.0675691	1504
		
.	-1.9630795	1504
		
My		1505
		
 sister	-5.043157	1505
		
 said	-4.3831167	1505
		
 that	-1.9909631	1505
		
 they	-3.6578126	1505
		
 travelled	-10.012562	1505
		
 with	-3.2187707	1505
		
 his	-5.951489	1505
		
 soccer	-8.598728	1505
		
 team	-0.11669828	1505
		
.	-1.7474544	1505
		
My		1506
		
 brother	-4.2507696	1506
		
 said	-4.4061685	1506
		
 that	-1.9494914	1506
		
 they	-3.5416512	1506
		
 travelled	-9.630494	1506
		
 with	-3.247393	1506
		
 her	-4.6285386	1506
		
 soccer	-13.678926	1506
		
 team	-0.08612019	1506
		
.	-1.6625785	1506
		
My		1507
		
 brother	-4.2509856	1507
		
 said	-4.402964	1507
		
 that	-1.9523156	1507
		
 they	-3.5381346	1507
		
 travelled	-9.63011	1507
		
 with	-3.2538266	1507
		
 his	-4.4705687	1507
		
 soccer	-8.815943	1507
		
 team	-0.099806145	1507
		
.	-1.853997	1507
		
My		1508
		
 sister	-5.043353	1508
		
 said	-4.381778	1508
		
 whether	-11.406052	1508
		
 they	-3.1919715	1508
		
 travelled	-10.277537	1508
		
 with	-3.5277617	1508
		
 her	-3.220424	1508
		
 soccer	-12.751551	1508
		
 team	-0.16461015	1508
		
.	-3.6879752	1508
		
My		1509
		
 sister	-5.0431294	1509
		
 said	-4.3892846	1509
		
 whether	-11.3955965	1509
		
 they	-3.1891677	1509
		
 travelled	-10.26768	1509
		
 with	-3.5231102	1509
		
 his	-6.739411	1509
		
 soccer	-8.237059	1509
		
 team	-0.36333025	1509
		
.	-3.6065614	1509
		
My		1510
		
 brother	-4.250621	1510
		
 said	-4.4061146	1510
		
 whether	-11.334208	1510
		
 they	-3.033976	1510
		
 travelled	-10.151343	1510
		
 with	-3.5356224	1510
		
 her	-4.72577	1510
		
 soccer	-14.292458	1510
		
 team	-0.27749798	1510
		
.	-3.7344325	1510
		
My		1511
		
 brother	-4.25095	1511
		
 said	-4.406101	1511
		
 whether	-11.341475	1511
		
 they	-3.0384266	1511
		
 travelled	-10.153988	1511
		
 with	-3.5375476	1511
		
 his	-5.2429338	1511
		
 soccer	-9.377919	1511
		
 team	-0.19023968	1511
		
.	-3.6839821	1511
		
The		1512
		
 daughter	-8.779033	1512
		
 knows	-8.304493	1512
		
 that	-1.9664032	1512
		
 they	-4.9286613	1512
		
 mailed	-12.061411	1512
		
 a	-2.444604	1512
		
 letter	-1.4139736	1512
		
 to	-0.80510926	1512
		
 her	-1.3974233	1512
		
 mother	-1.6853001	1512
		
.	-2.130202	1512
		
The		1513
		
 daughter	-8.779182	1513
		
 knows	-8.299193	1513
		
 that	-1.9669521	1513
		
 they	-4.919408	1513
		
 mailed	-12.055092	1513
		
 a	-2.4422076	1513
		
 letter	-1.4182049	1513
		
 to	-0.8046087	1513
		
 his	-5.7183003	1513
		
 mother	-2.8055437	1513
		
.	-2.1450088	1513
		
The		1514
		
 son	-8.12984	1514
		
 knows	-8.594735	1514
		
 that	-2.0490572	1514
		
 they	-5.2745256	1514
		
 mailed	-12.403871	1514
		
 a	-2.3145187	1514
		
 letter	-1.2526814	1514
		
 to	-0.88265055	1514
		
 her	-4.8949947	1514
		
 mother	-2.9952397	1514
		
.	-1.9713669	1514
		
The		1515
		
 son	-8.128915	1515
		
 knows	-8.606925	1515
		
 that	-2.0600054	1515
		
 they	-5.2687597	1515
		
 mailed	-12.392697	1515
		
 a	-2.3085392	1515
		
 letter	-1.2516925	1515
		
 to	-0.8804527	1515
		
 his	-1.3805028	1515
		
 mother	-1.5787178	1515
		
.	-1.9887897	1515
		
The		1516
		
 daughter	-8.77913	1516
		
 knows	-8.304445	1516
		
 whether	-7.76906	1516
		
 they	-4.7599545	1516
		
 mailed	-10.964826	1516
		
 a	-3.007915	1516
		
 letter	-1.4231089	1516
		
 to	-1.9552553	1516
		
 her	-1.5948465	1516
		
 mother	-1.6834247	1516
		
.	-1.6684682	1516
		
The		1517
		
 daughter	-8.779503	1517
		
 knows	-8.309902	1517
		
 whether	-7.7658033	1517
		
 they	-4.7543297	1517
		
 mailed	-10.938158	1517
		
 a	-3.0129294	1517
		
 letter	-1.4236298	1517
		
 to	-1.9534407	1517
		
 his	-5.743072	1517
		
 mother	-2.5301628	1517
		
.	-1.6151973	1517
		
The		1518
		
 son	-8.128978	1518
		
 knows	-8.587759	1518
		
 whether	-7.883236	1518
		
 they	-5.1159105	1518
		
 mailed	-11.898704	1518
		
 a	-3.0891833	1518
		
 letter	-0.98291904	1518
		
 to	-2.0557833	1518
		
 her	-5.4822416	1518
		
 mother	-3.0482614	1518
		
.	-1.6032186	1518
		
The		1519
		
 son	-8.129701	1519
		
 knows	-8.607157	1519
		
 whether	-7.8752174	1519
		
 they	-5.125979	1519
		
 mailed	-11.913231	1519
		
 a	-3.0728574	1519
		
 letter	-0.990791	1519
		
 to	-2.0619547	1519
		
 his	-1.2484195	1519
		
 mother	-1.5438708	1519
		
.	-1.6239027	1519
		
The		1520
		
 woman	-6.399394	1520
		
