token,logprob,offset,line 
 and,-6.360746,30,3557
 the,-0.6974939,34,3557
 marine,-6.5882697,38,3557
 cleaned,-15.524203,45,3557
 his,-3.7352862,53,3557
 boots,-3.4592946,57,3557
 and,-2.6502202,63,3557
 his,-2.3833425,67,3557
 gun,-3.4585187,71,3557
 after,-4.1721687,75,3557
 dinner,-5.377763,81,3557
 .,-7.764912,88,3557
He,,0,3558
 remembered,-6.918059,2,3558
 that,-2.460769,13,3558
 the,-2.4605772,18,3558
 soldier,-7.355818,22,3558
 and,-5.0797753,30,3558
 the,-0.77299994,34,3558
 marine,-6.996745,38,3558
 cleaned,-11.693896,45,3558
 after,-7.6278305,53,3558
 dinner,-4.0191107,59,3558
 .,-8.338616,66,3558
He,,0,3559
 remembered,-6.918152,2,3559
 what,-3.8269613,13,3559
 the,-2.2456286,18,3559
 soldier,-5.8925805,22,3559
 and,-6.3525877,30,3559
 the,-0.7000041,34,3559
 marine,-6.5733895,38,3559
 cleaned,-15.528404,45,3559
 after,-5.373936,53,3559
 dinner,-4.213861,59,3559
 .,-7.9017215,66,3559
He,,0,3560
 remembered,-6.917998,2,3560
 that,-2.461947,13,3560
 the,-2.4604437,18,3560
 soldier,-7.3498216,22,3560
 and,-5.076473,30,3560
 the,-0.7724088,34,3560
 marine,-7.021367,38,3560
 cleaned,-11.698164,45,3560
 his,-3.1760762,53,3560
 boots,-4.2668605,57,3560
 and,-1.7932254,63,3560
 his,-2.2556028,67,3560
 gun,-3.7981088,71,3560
 after,-4.272337,75,3560
 dinner,-5.3257833,81,3560
 .,-8.289137,88,3560
He,,0,3561
 remembered,-6.9176884,2,3561
 what,-3.8269727,13,3561
 the,-2.2478275,18,3561
 soldier,-5.889132,22,3561
 and,-6.360746,30,3561
 the,-0.6974939,34,3561
 marine,-6.5882697,38,3561
 cleaned,-15.524203,45,3561
 his,-3.7352862,53,3561
 boots,-3.4592946,57,3561
 and,-2.6502202,63,3561
 his,-2.3833425,67,3561
 gun,-3.4585187,71,3561
 after,-4.1721687,75,3561
 dinner,-5.377763,81,3561
 .,-7.764912,88,3561
He,,0,3562
 remembered,-6.917657,2,3562
 that,-2.464699,13,3562
 the,-2.459759,18,3562
 soldier,-7.3583107,22,3562
 and,-5.075054,30,3562
 the,-0.76868844,34,3562
 marine,-6.991084,38,3562
 cleaned,-11.674027,45,3562
 and,-2.8269603,53,3562
 his,-10.245173,57,3562
 gun,-4.4882326,61,3562
 after,-3.2506254,65,3562
 dinner,-5.3146267,71,3562
 .,-7.775989,78,3562
He,,0,3563
 remembered,-6.917998,2,3563
 what,-3.8274977,13,3563
 the,-2.2489412,18,3563
 soldier,-5.900034,22,3563
 and,-6.3542767,30,3563
 the,-0.6996167,34,3563
 marine,-6.581711,38,3563
 cleaned,-15.518828,45,3563
 and,-2.9924119,53,3563
 his,-6.250054,57,3563
 gun,-6.6284895,61,3563
 after,-5.457084,65,3563
 dinner,-5.587288,71,3563
 .,-7.891297,78,3563
He,,0,3564
 remembered,-6.917998,2,3564
 that,-2.4619467,13,3564
 the,-2.4604442,18,3564
 soldier,-7.3498216,22,3564
 cleaned,-10.756236,30,3564
 his,-0.99105096,38,3564
 boots,-2.8944485,42,3564
 and,-2.1109262,48,3564
 his,-2.9116414,52,3564
 gun,-2.9172,56,3564
 after,-4.3803616,60,3564
 dinner,-5.187334,66,3564
 .,-7.926915,73,3564
He,,0,3565
 remembered,-6.917998,2,3565
 what,-3.8274977,13,3565
 the,-2.2489438,18,3565
 soldier,-5.9000325,22,3565
 cleaned,-14.974917,30,3565
 his,-2.4154456,38,3565
 boots,-2.2957182,42,3565
 and,-4.490099,48,3565
 his,-2.6385782,52,3565
 gun,-2.9833443,56,3565
 after,-5.314394,60,3565
 dinner,-5.955351,66,3565
 .,-7.4094424,73,3565
He,,0,3566
 remembered,-6.918059,2,3566
 that,-2.460769,13,3566
 the,-2.4605772,18,3566
 soldier,-7.355818,22,3566
 cleaned,-10.759371,30,3566
 his,-0.9881557,38,3566
 boots,-2.9035478,42,3566
 and,-2.1081252,48,3566
 after,-7.1364846,52,3566
 dinner,-5.5078354,58,3566
 .,-8.928074,65,3566
He,,0,3567
 remembered,-6.9179525,2,3567
 what,-3.8248622,13,3567
 the,-2.244883,18,3567
 soldier,-5.894502,22,3567
 cleaned,-14.981109,30,3567
 his,-2.4155679,38,3567
 boots,-2.302122,42,3567
 and,-4.475206,48,3567
 after,-8.333659,52,3567
 dinner,-5.925463,58,3567
 .,-8.499539,65,3567
The,,0,3568
 newspaper,-8.602887,3,3568
 reported,-2.6201777,13,3568
 that,-0.42513615,22,3568
 the,-1.3846246,27,3568
 nurse,-8.220171,31,3568
 and,-4.2713447,37,3568
 the,-1.4795083,41,3568
 doctor,-2.1612186,45,3568
 visited,-6.7898316,52,3568
 the,-0.7526133,60,3568
 new,-6.621137,64,3568
 patient,-3.2957282,68,3568
 and,-2.895416,76,3568
 the,-3.0344594,80,3568
 worried,-9.065316,84,3568
 family,-1.6224674,92,3568
 last,-6.3588037,99,3568
 night,-2.8894517,104,3568
 .,-7.765003,110,3568
The,,0,3569
 newspaper,-8.602847,3,3569
 reported,-2.6191342,13,3569
 what,-8.1230345,22,3569
 the,-2.475379,27,3569
 nurse,-6.786665,31,3569
 and,-4.104132,37,3569
 the,-1.5880933,41,3569
 doctor,-2.0983624,45,3569
 visited,-11.700193,52,3569
 the,-1.156015,60,3569
 new,-6.9820604,64,3569
 patient,-4.046699,68,3569
 and,-2.5290723,76,3569
 the,-2.7468336,80,3569
 worried,-9.424987,84,3569
 family,-2.161365,92,3569
 last,-7.0270724,99,3569
 night,-1.8756299,104,3569
 .,-5.9557643,110,3569
The,,0,3570
 newspaper,-8.603085,3,3570
 reported,-2.6132538,13,3570
 that,-0.42736885,22,3570
 the,-1.3804034,27,3570
 nurse,-8.219493,31,3570
 and,-4.2721004,37,3570
 the,-1.4779339,41,3570
 doctor,-2.1641088,45,3570
 visited,-6.7977724,52,3570
 last,-8.826863,60,3570
 night,-5.694733,65,3570
 .,-8.362531,71,3570
The,,0,3571
 newspaper,-8.603036,3,3571
 reported,-2.6150532,13,3571
 what,-8.129743,22,3571
 the,-2.4722903,27,3571
 nurse,-6.782114,31,3571
 and,-4.1040516,37,3571
 the,-1.5892022,41,3571
 doctor,-2.102896,45,3571
 visited,-11.692176,52,3571
 last,-6.952529,60,3571
 night,-1.7873551,65,3571
 .,-6.9134903,71,3571
The,,0,3572
 newspaper,-8.602647,3,3572
 reported,-2.6178036,13,3572
 that,-0.4273997,22,3572
 the,-1.3810239,27,3572
 nurse,-8.223007,31,3572
 and,-4.2698812,37,3572
 the,-1.4784502,41,3572
 doctor,-2.1620498,45,3572
 visited,-6.791242,52,3572
 the,-0.7543355,60,3572
 new,-6.6209717,64,3572
 patient,-3.3080592,68,3572
 and,-2.8930173,76,3572
 the,-3.0392034,80,3572
 worried,-9.074053,84,3572
 family,-1.62241,92,3572
 last,-6.3569074,99,3572
 night,-2.8944886,104,3572
 .,-7.744559,110,3572
The,,0,3573
 newspaper,-8.602425,3,3573
 reported,-2.6162074,13,3573
 what,-8.124621,22,3573
 the,-2.4743297,27,3573
 nurse,-6.7869925,31,3573
 and,-4.104873,37,3573
 the,-1.5884736,41,3573
 doctor,-2.0936038,45,3573
 visited,-11.699541,52,3573
 the,-1.1567469,60,3573
 new,-6.9744134,64,3573
 patient,-4.040998,68,3573
 and,-2.5294502,76,3573
 the,-2.7454278,80,3573
 worried,-9.437252,84,3573
 family,-2.160988,92,3573
 last,-7.020697,99,3573
 night,-1.8888482,104,3573
 .,-5.9595623,110,3573
The,,0,3574
 newspaper,-8.602484,3,3574
 reported,-2.6198552,13,3574
 that,-0.42802513,22,3574
 the,-1.3841267,27,3574
 nurse,-8.21828,31,3574
 and,-4.2739425,37,3574
 the,-1.4795002,41,3574
 doctor,-2.1557782,45,3574
 visited,-6.7933583,52,3574
 and,-5.7716875,60,3574
 the,-5.309371,64,3574
 worried,-11.421333,68,3574
 family,-2.7692842,76,3574
 last,-7.955123,83,3574
 night,-2.3065646,88,3574
 .,-7.0288043,94,3574
The,,0,3575
 newspaper,-8.602502,3,3575
 reported,-2.6179678,13,3575
 what,-8.123329,22,3575
 the,-2.4769967,27,3575
 nurse,-6.775615,31,3575
 and,-4.106687,37,3575
 the,-1.5882242,41,3575
 doctor,-2.0860946,45,3575
 visited,-11.6936035,52,3575
 and,-4.235702,60,3575
 the,-2.600506,64,3575
 worried,-11.673047,68,3575
 family,-4.22147,76,3575
 last,-9.81247,83,3575
 night,-1.7429605,88,3575
 .,-6.0168533,94,3575
The,,0,3576
 newspaper,-8.602291,3,3576
 reported,-2.6168478,13,3576
 that,-0.42747495,22,3576
 the,-1.3843516,27,3576
 nurse,-8.216507,31,3576
 visited,-7.7428594,37,3576
 the,-0.96638465,45,3576
 new,-6.8239503,49,3576
 patient,-3.539026,53,3576
 and,-2.8915012,61,3576
 the,-3.8785355,65,3576
 worried,-9.6133995,69,3576
 family,-1.9443688,77,3576
 last,-6.261373,84,3576
 night,-3.1704621,89,3576
 .,-7.872019,95,3576
The,,0,3577
 newspaper,-8.6021185,3,3577
 reported,-2.6178515,13,3577
 what,-8.123944,22,3577
 the,-2.4791121,27,3577
 nurse,-6.7966924,31,3577
 visited,-12.863156,37,3577
 the,-1.0244454,45,3577
 new,-7.0826297,49,3577
 patient,-3.9911761,53,3577
 and,-2.742608,61,3577
 the,-3.2196362,65,3577
 worried,-9.4247055,69,3577
 family,-2.4466903,77,3577
 last,-7.1265893,84,3577
 night,-1.8898281,89,3577
 .,-6.1264462,95,3577
The,,0,3578
 newspaper,-8.6025,3,3578
 reported,-2.6179683,13,3578
 that,-0.42895868,22,3578
 the,-1.3796201,27,3578
 nurse,-8.220384,31,3578
 visited,-7.7276535,37,3578
 the,-0.9677466,45,3578
 new,-6.8339767,49,3578
 patient,-3.557223,53,3578
 and,-2.8923721,61,3578
 last,-10.211136,65,3578
 night,-3.6341844,70,3578
 .,-10.12713,76,3578
The,,0,3579
 newspaper,-8.6025,3,3579
 reported,-2.6179683,13,3579
 what,-8.123329,22,3579
 the,-2.4769964,27,3579
 nurse,-6.775615,31,3579
 visited,-12.840037,37,3579
 the,-1.0257307,45,3579
 new,-7.0728345,49,3579
 patient,-3.999415,53,3579
 and,-2.752262,61,3579
 last,-9.521142,65,3579
 night,-3.184911,70,3579
 .,-7.8276796,76,3579
We,,0,3580
 remembered,-9.592711,2,3580
 that,-1.8922899,13,3580
 my,-6.6140223,18,3580
 mother,-2.4904225,21,3580
 and,-3.132853,28,3580
 my,-2.5811605,32,3580
 father,-1.7389265,35,3580
 read,-8.251031,42,3580
 a,-2.444509,47,3580
 new,-7.777027,49,3580
 novel,-3.7914503,53,3580
 and,-4.050799,59,3580
 a,-2.0045633,63,3580
 book,-3.6032312,65,3580
 of,-0.63029927,70,3580
 poetry,-1.0084016,73,3580
 on,-3.8354137,80,3580
 vacation,-4.724986,83,3580
 .,-7.320327,92,3580
We,,0,3581
 remembered,-9.59219,2,3581
 what,-3.3919442,13,3581
 my,-5.1003375,18,3581
 mother,-1.9900386,21,3581
 and,-3.8444052,28,3581
 my,-2.9386263,32,3581
 father,-1.5580938,35,3581
 read,-7.975328,42,3581
 a,-7.7955894,47,3581
 new,-8.114316,49,3581
 novel,-4.582211,53,3581
 and,-3.1972868,59,3581
 a,-2.7884877,63,3581
 book,-2.1432228,65,3581
 of,-1.4091293,70,3581
 poetry,-1.642529,73,3581
 on,-3.9779384,80,3581
 vacation,-4.7944446,83,3581
 .,-6.723623,92,3581
We,,0,3582
 remembered,-9.591862,2,3582
 that,-1.8906887,13,3582
 my,-6.621179,18,3582
 mother,-2.487927,21,3582
 and,-3.140161,28,3582
 my,-2.5842395,32,3582
 father,-1.7309468,35,3582
 read,-8.253298,42,3582
 on,-6.906633,47,3582
 vacation,-5.840122,50,3582
 .,-7.1596584,59,3582
We,,0,3583
 remembered,-9.592104,2,3583
 what,-3.3916228,13,3583
 my,-5.09725,18,3583
 mother,-1.9914348,21,3583
 and,-3.840601,28,3583
 my,-2.9375732,32,3583
 father,-1.5605569,35,3583
 read,-7.98092,42,3583
 on,-5.3086276,47,3583
 vacation,-6.864134,50,3583
 .,-7.2248917,59,3583
We,,0,3584
 remembered,-9.592671,2,3584
 that,-1.8925406,13,3584
 my,-6.6249075,18,3584
 mother,-2.4857006,21,3584
 and,-3.13735,28,3584
 my,-2.5868332,32,3584
 father,-1.7307618,35,3584
 read,-8.253266,42,3584
 a,-2.4496286,47,3584
 new,-7.768975,49,3584
 novel,-3.7925057,53,3584
 and,-4.0483036,59,3584
 a,-2.0089288,63,3584
 book,-3.563706,65,3584
 of,-0.6302308,70,3584
 poetry,-1.0083492,73,3584
 on,-3.8411605,80,3584
 vacation,-4.7251143,83,3584
 .,-7.319318,92,3584
We,,0,3585
 remembered,-9.593339,2,3585
 what,-3.3902316,13,3585
 my,-5.153461,18,3585
 mother,-2.0005662,21,3585
 and,-3.8457963,28,3585
 my,-2.903358,32,3585
 father,-1.5616044,35,3585
 read,-8.000209,42,3585
 a,-7.8047533,47,3585
 new,-8.1208725,49,3585
 novel,-4.5685306,53,3585
 and,-3.1983726,59,3585
 a,-2.7971156,63,3585
 book,-2.139294,65,3585
 of,-1.4125462,70,3585
 poetry,-1.6400905,73,3585
 on,-3.9880633,80,3585
 vacation,-4.7855153,83,3585
 .,-6.7189703,92,3585
We,,0,3586
 remembered,-9.593053,2,3586
 that,-1.8976585,13,3586
 my,-6.6105576,18,3586
 mother,-2.4850075,21,3586
 and,-3.131158,28,3586
 my,-2.5863578,32,3586
 father,-1.7314732,35,3586
 read,-8.25891,42,3586
 and,-4.4451885,47,3586
 a,-8.48368,51,3586
 book,-3.9416912,53,3586
 of,-3.6022813,58,3586
 poetry,-2.5735939,61,3586
 on,-4.4646416,68,3586
 vacation,-5.652114,71,3586
 .,-6.9231143,80,3586
We,,0,3587
 remembered,-9.5924225,2,3587
 what,-3.3932228,13,3587
 my,-5.1485066,18,3587
 mother,-1.9940656,21,3587
 and,-3.8475113,28,3587
 my,-2.9140642,32,3587
 father,-1.5554508,35,3587
 read,-7.990362,42,3587
 and,-3.1313577,47,3587
 a,-8.040302,51,3587
 book,-4.194014,53,3587
 of,-3.2753835,58,3587
 poetry,-2.3362448,61,3587
 on,-5.062899,68,3587
 vacation,-8.472505,71,3587
 .,-7.0375648,80,3587
We,,0,3588
 remembered,-9.592274,2,3588
 that,-1.8946276,13,3588
 my,-6.621631,18,3588
 mother,-2.4899428,21,3588
 read,-6.892073,28,3588
 a,-2.4284604,33,3588
 new,-6.7207017,35,3588
 novel,-3.3616412,39,3588
 and,-4.118307,45,3588
 a,-3.3674028,49,3588
 book,-2.9197097,51,3588
 of,-0.70706624,56,3588
 poetry,-1.0401307,59,3588
 on,-4.3450804,66,3588
 vacation,-4.0220656,69,3588
 .,-7.4679766,78,3588
We,,0,3589
 remembered,-9.5924225,2,3589
 what,-3.3932228,13,3589
 my,-5.1485066,18,3589
 mother,-1.9940656,21,3589
 read,-7.168331,28,3589
 a,-6.5582123,33,3589
 new,-8.006094,35,3589
 novel,-4.756634,39,3589
 and,-3.2701032,45,3589
 a,-4.029309,49,3589
 book,-2.3781009,51,3589
 of,-1.6086955,56,3589
 poetry,-2.2537894,59,3589
 on,-3.9651804,66,3589
 vacation,-4.591123,69,3589
 .,-6.749955,78,3589
We,,0,3590
 remembered,-9.592965,2,3590
 that,-1.8910302,13,3590
 my,-6.6145854,18,3590
 mother,-2.4888728,21,3590
 read,-6.8808827,28,3590
 a,-2.4272397,33,3590
 new,-6.7214913,35,3590
 novel,-3.369476,39,3590
 and,-4.1098156,45,3590
 on,-6.5524817,49,3590
 vacation,-6.0389185,52,3590
 .,-8.76656,61,3590
We,,0,3591
 remembered,-9.592892,2,3591
 what,-3.3903377,13,3591
 my,-5.1575375,18,3591
 mother,-1.9918152,21,3591
 read,-7.1538844,28,3591
 a,-6.5529866,33,3591
 new,-7.9980135,35,3591
 novel,-4.7686667,39,3591
 and,-3.2657607,45,3591
 on,-6.657601,49,3591
 vacation,-6.0557423,52,3591
 .,-7.606431,61,3591
They,,0,3592
 remembered,-9.16182,4,3592
 that,-2.24172,15,3592
 the,-2.1088936,20,3592
 boy,-5.419306,24,3592
 and,-4.7589793,28,3592
 the,-1.5404066,32,3592
 girl,-0.84181565,36,3592
 watched,-8.56347,41,3592
 a,-3.1298676,49,3592
 movie,-1.9907856,51,3592
 and,-3.2144296,57,3592
 a,-4.518642,61,3592
 basketball,-6.235032,63,3592
 game,-0.12729298,74,3592
 on,-1.218931,79,3592
 television,-1.5751913,82,3592
 .,-7.3402166,93,3592
They,,0,3593
 remembered,-9.161728,4,3593
 what,-3.645684,15,3593
 the,-2.7238321,20,3593
 boy,-5.3425455,24,3593
 and,-5.185574,28,3593
 the,-1.4862003,32,3593
 girl,-0.9517465,36,3593
 watched,-9.369867,41,3593
 a,-5.5209575,49,3593
 movie,-4.5546546,51,3593
 and,-2.9551268,57,3593
 a,-4.3505154,61,3593
 basketball,-7.5790935,63,3593
 game,-0.33563238,74,3593
 on,-1.7855848,79,3593
 television,-2.0848937,82,3593
 .,-5.9401145,93,3593
They,,0,3594
 remembered,-9.1624155,4,3594
 that,-2.2436235,15,3594
 the,-2.1110554,20,3594
 boy,-5.4183755,24,3594
 and,-4.7572427,28,3594
 the,-1.5387213,32,3594
 girl,-0.83833504,36,3594
 watched,-8.557653,41,3594
 on,-6.319021,49,3594
 television,-2.8895116,52,3594
 .,-9.586705,63,3594
They,,0,3595
 remembered,-9.161956,4,3595
 what,-3.6480439,15,3595
 the,-2.7282937,20,3595
 boy,-5.3427124,24,3595
 and,-5.185499,28,3595
 the,-1.4804114,32,3595
 girl,-0.9473368,36,3595
 watched,-9.363144,41,3595
 on,-1.3844267,49,3595
 television,-1.4488719,52,3595
 .,-7.2543373,63,3595
They,,0,3596
 remembered,-9.161847,4,3596
 that,-2.2409644,15,3596
 the,-2.1108057,20,3596
 boy,-5.4207754,24,3596
 and,-4.7589393,28,3596
 the,-1.5372698,32,3596
 girl,-0.83935505,36,3596
 watched,-8.568832,41,3596
 a,-3.1258159,49,3596
 movie,-1.9896433,51,3596
 and,-3.2166164,57,3596
 a,-4.5091505,61,3596
 basketball,-6.235153,63,3596
 game,-0.12782365,74,3596
 on,-1.2233016,79,3596
 television,-1.6002944,82,3596
 .,-7.322157,93,3596
They,,0,3597
 remembered,-9.161847,4,3597
 what,-3.6486259,15,3597
 the,-2.728319,20,3597
 boy,-5.344262,24,3597
 and,-5.181448,28,3597
 the,-1.486072,32,3597
 girl,-0.9492473,36,3597
 watched,-9.377962,41,3597
 a,-5.5308414,49,3597
 movie,-4.549331,51,3597
 and,-2.9565215,57,3597
 a,-4.3326383,61,3597
 basketball,-7.5718966,63,3597
 game,-0.33024892,74,3597
 on,-1.7797431,79,3597
 television,-2.0740907,82,3597
 .,-5.973247,93,3597
They,,0,3598
 remembered,-9.161783,4,3598
 that,-2.2406318,15,3598
 the,-2.1095192,20,3598
 boy,-5.4196653,24,3598
 and,-4.7604628,28,3598
 the,-1.5426611,32,3598
 girl,-0.839356,36,3598
 watched,-8.576136,41,3598
 and,-4.7174487,49,3598
 a,-7.4347773,53,3598
 basketball,-10.621297,55,3598
 game,-0.9521666,66,3598
 on,-2.258385,71,3598
 television,-1.510947,74,3598
 .,-6.533027,85,3598
They,,0,3599
 remembered,-9.161891,4,3599
 what,-3.6485744,15,3599
 the,-2.7267864,20,3599
 boy,-5.340452,24,3599
 and,-5.184849,28,3599
 the,-1.4795368,32,3599
 girl,-0.9538433,36,3599
 watched,-9.366354,41,3599
 and,-2.9746733,49,3599
 a,-6.7867813,53,3599
 basketball,-10.534464,55,3599
 game,-0.59741217,66,3599
 on,-3.5268633,71,3599
 television,-1.7491126,74,3599
 .,-6.6716957,85,3599
They,,0,3600
 remembered,-9.161891,4,3600
 that,-2.2413044,15,3600
 the,-2.1099465,20,3600
 boy,-5.419901,24,3600
 watched,-8.915337,28,3600
 a,-3.118454,36,3600
 movie,-3.393288,38,3600
 and,-3.3848422,44,3600
 a,-4.3166757,48,3600
 basketball,-5.7224035,50,3600
 game,-0.096007705,61,3600
 on,-1.1689332,66,3600
 television,-1.8217831,69,3600
 .,-7.89905,80,3600
They,,0,3601
 remembered,-9.161783,4,3601
 what,-3.64856,15,3601
 the,-2.7276506,20,3601
 boy,-5.336308,24,3601
 watched,-10.502196,28,3601
 a,-5.969592,36,3601
 movie,-5.5749235,38,3601
 and,-3.2805762,44,3601
 a,-4.1364665,48,3601
 basketball,-7.943194,50,3601
 game,-0.42761979,61,3601
 on,-1.7016485,66,3601
 television,-1.912249,69,3601
 .,-6.20897,80,3601
They,,0,3602
 remembered,-9.161929,4,3602
 that,-2.2398155,15,3602
 the,-2.112509,20,3602
 boy,-5.4138265,24,3602
 watched,-8.922816,28,3602
 a,-3.116109,36,3602
 movie,-3.3870695,38,3602
 and,-3.3811846,44,3602
 on,-6.3141236,48,3602
 television,-4.7638226,51,3602
 .,-8.461168,62,3602
They,,0,3603
 remembered,-9.161929,4,3603
 what,-3.6503496,15,3603
 the,-2.7290792,20,3603
 boy,-5.33852,24,3603
 watched,-10.5052395,28,3603
 a,-5.9684577,36,3603
 movie,-5.564644,38,3603
 and,-3.2771103,44,3603
 on,-6.5055614,48,3603
 television,-3.9797065,51,3603
 .,-6.5757747,62,3603
We,,0,3604
 all,-5.2247834,2,3604
 know,-1.5343131,6,3604
 that,-1.0525212,11,3604
 the,-1.9966526,16,3604
 man,-6.945415,20,3604
 and,-4.986588,24,3604
 the,-1.1987269,28,3604
 woman,-0.46875402,32,3604
 dislike,-11.241097,38,3604
 broccoli,-12.890469,46,3604
 ,-10.318343,55,3604
 and,-13.613276,56,3604
 kidney,-7.6850495,60,3604
 beans,-0.11763359,67,3604
 with,-5.447393,73,3604
 a,-0.773479,78,3604
 great,-5.0009227,80,3604
 passion,-0.49661136,86,3604
 .,-3.8340445,94,3604
We,,0,3605
 all,-5.2243304,2,3605
 know,-1.5314413,6,3605
 what,-2.6168225,11,3605
 the,-2.4782155,16,3605
 man,-6.7514505,20,3605
 and,-5.4454474,24,3605
 the,-1.1727521,28,3605
 woman,-0.998436,32,3605
 dislike,-11.292814,38,3605
 broccoli,-15.279548,46,3605
 ,-9.331487,55,3605
 and,-14.64881,56,3605
 kidney,-7.268402,60,3605
 beans,-0.14660089,67,3605
 with,-6.02422,73,3605
 a,-2.6011028,78,3605
 great,-4.2702117,80,3605
 passion,-2.2010646,86,3605
 .,-3.8264039,94,3605
We,,0,3606
 all,-5.2249546,2,3606
 know,-1.5351743,6,3606
 that,-1.0516596,11,3606
 the,-1.995655,16,3606
 man,-6.936378,20,3606
 and,-4.990742,24,3606
 the,-1.199483,28,3606
 woman,-0.4715249,32,3606
 dislike,-11.22228,38,3606
 with,-9.856949,46,3606
 a,-3.9606733,51,3606
 great,-3.6779332,53,3606
 passion,-1.7830863,59,3606
 .,-6.906401,67,3606
We,,0,3607
 all,-5.224383,2,3607
 know,-1.5342315,6,3607
 what,-2.615727,11,3607
 the,-2.4763405,16,3607
 man,-6.755662,20,3607
 and,-5.447277,24,3607
 the,-1.1666223,28,3607
 woman,-0.99248946,32,3607
 dislike,-11.292872,38,3607
 with,-6.0713873,46,3607
 a,-4.1553802,51,3607
 great,-4.5290523,53,3607
 passion,-2.1414492,59,3607
 .,-6.857711,67,3607
We,,0,3608
 all,-5.2248683,2,3608
 know,-1.5299987,6,3608
 that,-1.0541258,11,3608
 the,-1.9969009,16,3608
 man,-6.944364,20,3608
 and,-4.9875565,24,3608
 the,-1.203377,28,3608
 woman,-0.46765232,32,3608
 dislike,-11.201429,38,3608
 broccoli,-12.889587,46,3608
 ,-10.337423,55,3608
 and,-13.533071,56,3608
 kidney,-7.658842,60,3608
 beans,-0.11548367,67,3608
 with,-5.4457736,73,3608
 a,-0.77892303,78,3608
 great,-4.965296,80,3608
 passion,-0.50130594,86,3608
 .,-3.8809888,94,3608
We,,0,3609
 all,-5.2248683,2,3609
 know,-1.5299987,6,3609
 what,-2.6175528,11,3609
 the,-2.4769917,16,3609
 man,-6.7468424,20,3609
 and,-5.447082,24,3609
 the,-1.1694348,28,3609
 woman,-1.0015599,32,3609
 dislike,-11.309309,38,3609
 broccoli,-15.321014,46,3609
 ,-9.359562,55,3609
 and,-14.742968,56,3609
 kidney,-7.2984343,60,3609
 beans,-0.14193875,67,3609
 with,-6.012601,73,3609
 a,-2.5820599,78,3609
 great,-4.2898626,80,3609
 passion,-2.1890202,86,3609
 .,-3.8668773,94,3609
We,,0,3610
 all,-5.2248683,2,3610
 know,-1.5299988,6,3610
 that,-1.0541285,11,3610
 the,-1.9969009,16,3610
 man,-6.944366,20,3610
 and,-4.9875574,24,3610
 the,-1.2033765,28,3610
 woman,-0.46765366,32,3610
 dislike,-11.201434,38,3610
 and,-5.0135293,46,3610
 kidney,-17.828873,50,3610
 beans,-3.347528,57,3610
 with,-5.1070385,63,3610
 a,-1.5211204,68,3610
 great,-4.793824,70,3610
 passion,-0.89939964,76,3610
 .,-6.362971,84,3610
We,,0,3611
 all,-5.2248683,2,3611
 know,-1.5299988,6,3611
 what,-2.6175516,11,3611
 the,-2.4769888,16,3611
 man,-6.7468424,20,3611
 and,-5.44708,24,3611
 the,-1.1694322,28,3611
 woman,-1.0015575,32,3611
 dislike,-11.309309,38,3611
 and,-3.256513,46,3611
 kidney,-16.640547,50,3611
 beans,-2.4760995,57,3611
 with,-5.6499734,63,3611
 a,-2.7132287,68,3611
 great,-4.980548,70,3611
 passion,-5.983509,76,3611
 .,-6.3035803,84,3611
We,,0,3612
 all,-5.2249546,2,3612
 know,-1.535178,6,3612
 that,-1.0516595,11,3612
 the,-1.995655,16,3612
 man,-6.9363813,20,3612
 dislike,-13.227196,24,3612
 broccoli,-8.529185,32,3612
 ,-9.201835,41,3612
 and,-14.377375,42,3612
 kidney,-8.410592,46,3612
 beans,-0.28124273,53,3612
 with,-5.927414,59,3612
 a,-1.2313476,64,3612
 great,-4.99177,66,3612
 passion,-0.42527944,72,3612
 .,-3.8728328,80,3612
We,,0,3613
 all,-5.224455,2,3613
 know,-1.5327914,6,3613
 what,-2.6170852,11,3613
 the,-2.4791973,16,3613
 man,-6.7429347,20,3613
 dislike,-12.932647,24,3613
 broccoli,-14.050042,32,3613
 ,-8.252892,41,3613
 and,-15.871915,42,3613
 kidney,-7.6385684,46,3613
 beans,-0.29274693,53,3613
 with,-6.0878596,59,3613
 a,-2.3503504,64,3613
 great,-4.459267,66,3613
 passion,-1.2001606,72,3613
 .,-3.6511614,80,3613
We,,0,3614
 all,-5.2247014,2,3614
 know,-1.5313351,6,3614
 that,-1.0549254,11,3614
 the,-1.9953982,16,3614
 man,-6.9427657,20,3614
 dislike,-13.215495,24,3614
 broccoli,-8.529892,32,3614
 ,-9.263262,41,3614
 and,-14.247226,42,3614
 with,-6.609765,46,3614
 a,-2.4284914,51,3614
 great,-4.6988077,53,3614
 passion,-3.8855422,59,3614
 .,-3.7425268,67,3614
We,,0,3615
 all,-5.224464,2,3615
 know,-1.5347478,6,3615
 what,-2.6156518,11,3615
 the,-2.4788034,16,3615
 man,-6.7537622,20,3615
 dislike,-12.951821,24,3615
 broccoli,-14.046271,32,3615
 ,-8.329732,41,3615
 and,-15.841164,42,3615
 with,-6.64349,46,3615
 a,-2.393274,51,3615
 great,-4.5064745,53,3615
 passion,-4.273919,59,3615
 .,-3.534601,67,3615
The,,0,3616
 newspaper,-8.602291,3,3616
 reported,-2.6168478,13,3616
 that,-0.42747495,22,3616
 the,-1.3843485,27,3616
 tourists,-9.752612,31,3616
